,rate
28395,4.5
5331,3.5
37170,3.4
739,3.7
51316,3.8
36246,3.2
17612,2.4
16951,3.0
12545,3.4
42055,3.2
46966,4.5
15633,3.4
44737,3.4
50507,3.6
4034,3.5
30716,3.4
35361,4.3
1105,3.0
20763,3.1
37626,4.1
41592,2.0
18665,4.2
11996,3.2
5736,3.7
18119,4.2
19652,4.1
2672,3.3
17746,4.2
32883,3.4
24395,4.0
17064,3.9
47959,3.2
20163,3.9
36682,4.4
14760,3.9
25810,3.7
450,3.6
23600,4.1
6216,3.1
32769,3.9
40678,3.7
35222,3.2
32098,3.5
17230,3.8
8700,4.4
49547,3.6
38220,3.3
31470,3.9
43574,3.7
25483,2.9
8517,3.8
6103,4.5
34679,3.7
19416,4.2
14678,3.9
25855,3.8
13228,4.2
2117,3.3
32608,4.0
20579,3.5
2025,2.9
33214,3.6
37139,4.3
42353,3.7
18188,3.2
14371,3.3
48322,3.2
50725,3.4
47780,3.8
14451,3.2
7909,4.6
17753,3.1
8911,3.7
24298,4.2
32708,3.8
16259,4.5
34848,4.1
3437,3.1
11847,4.2
42372,4.0
25282,3.4
22810,3.6
36333,2.8
47343,4.2
16968,4.4
20199,4.0
46359,3.6
5013,3.0
45253,3.9
3580,3.8
7175,3.8
48573,4.0
33507,3.1
37,4.2
2471,3.9
42900,3.9
3578,3.6
39987,3.1
14770,3.4
19407,3.3
28674,4.2
11444,4.4
48959,3.9
23239,2.9
31399,3.5
50212,2.9
12529,4.3
9516,4.2
25586,3.0
37745,4.1
33095,2.6
22763,3.6
10435,3.9
28931,4.4
46471,3.9
21475,3.6
45556,4.3
9504,3.5
48385,3.7
351,3.6
28389,4.4
21652,3.6
43399,3.7
39261,3.3
32816,2.9
37422,3.1
40778,3.7
18241,3.5
2312,2.6
17479,3.3
2278,3.8
27802,4.0
51350,3.4
11783,3.9
21410,3.8
38990,3.8
45166,3.0
40596,3.6
12168,3.9
38944,4.0
11284,3.7
2491,3.8
35034,4.1
29511,3.6
28551,4.3
32101,4.5
44927,3.9
12998,3.2
2630,3.7
12925,3.9
33243,3.6
39094,3.5
47505,4.3
14061,4.0
12558,4.5
33596,2.8
26576,4.1
7088,3.6
51115,4.2
18910,3.5
46393,3.4
15773,4.3
39630,3.8
13542,3.8
9343,3.9
45110,4.0
36845,3.8
25031,3.7
27304,3.4
12349,4.0
21609,3.5
7048,4.0
39358,3.9
26841,4.5
30950,3.9
35549,3.3
4546,2.9
32237,3.5
18800,3.8
11791,4.0
36525,3.7
2429,3.3
10450,3.7
28173,4.2
28771,3.4
11930,4.4
34662,2.9
36113,4.0
42455,4.4
11018,3.9
37222,3.5
17098,4.0
47607,3.1
35809,3.2
35042,3.9
41002,3.7
43670,3.2
7421,3.2
28575,3.7
3232,3.9
33656,4.4
14583,3.4
6959,4.2
38553,3.7
24396,3.5
11204,3.9
8655,3.1
19676,3.7
40571,3.6
7481,3.2
43199,3.8
6415,3.2
18321,3.8
28009,3.4
21197,3.9
9480,3.7
46041,2.8
40213,3.6
44915,4.3
26197,2.5
47794,4.4
41243,3.1
43927,4.2
4125,3.8
23331,3.3
41502,4.0
20645,3.1
30816,3.4
47126,3.5
42283,4.7
41238,3.0
34737,4.4
43130,3.3
41005,4.2
25591,3.4
22251,3.8
21604,3.4
32252,4.0
11014,3.7
12397,4.2
4685,2.9
33113,3.8
16961,3.2
3910,3.5
18865,3.0
6919,3.0
3196,3.3
20283,4.4
24522,3.1
3987,3.9
7147,3.9
1472,3.3
24904,3.4
3889,2.8
46452,3.2
34226,4.0
2563,3.6
39953,3.7
39684,3.3
40557,4.1
38982,3.1
32746,3.1
29631,3.1
36825,4.1
39462,4.0
83,3.8
5565,4.0
17983,3.5
27090,3.2
18621,3.7
30941,3.5
2351,3.7
38001,3.2
12147,4.1
19357,3.1
32048,4.1
22815,3.9
3458,4.1
38721,4.3
34003,4.1
5308,3.9
42956,2.8
1082,3.9
48908,3.8
2993,3.8
50652,3.9
41398,3.3
4977,2.8
40446,3.4
38363,3.0
11947,3.8
44262,3.7
14980,3.3
31722,3.4
40841,3.4
28231,4.0
16407,3.8
24291,4.1
25759,3.4
25602,4.0
4201,3.8
30091,4.2
17096,3.9
23893,3.5
33297,4.5
2670,4.1
22178,4.0
33001,3.1
36268,3.2
42766,4.0
37671,4.2
41095,2.8
25762,3.9
34096,4.1
47644,3.4
7167,3.7
12164,3.9
6526,3.2
10895,4.4
11360,3.2
3975,3.9
18044,4.2
34018,4.0
1595,3.3
4997,3.9
43805,3.1
42054,3.4
275,3.9
10346,4.1
677,3.9
42877,4.2
6581,3.1
48955,4.2
1116,3.4
16272,4.1
40459,4.5
42362,4.3
39861,3.8
19088,2.9
8895,3.4
27262,3.2
32693,3.7
319,3.7
21295,4.1
5292,4.1
45108,4.0
38235,3.2
12216,3.8
42070,3.7
44376,4.4
49230,3.5
12800,3.5
49439,3.3
11632,4.0
41576,3.7
17541,3.9
31011,2.9
44034,2.9
487,3.9
33275,3.5
38686,4.0
40526,2.6
9207,3.7
40608,4.0
44965,3.6
40104,4.5
35399,3.8
51545,3.4
23493,2.9
41094,4.1
24679,4.1
4137,3.8
12486,4.7
42377,4.3
6176,4.0
36034,4.3
27920,4.0
40850,3.2
13908,3.6
51589,3.6
6582,3.3
51153,3.9
12236,3.7
46138,4.3
30982,4.0
27772,3.7
630,3.7
50568,3.3
31770,3.4
14681,2.9
16471,3.8
3726,3.6
14089,3.1
12427,3.9
35229,3.9
51411,3.6
12428,3.8
31372,3.9
38932,4.0
217,4.3
5804,3.3
11552,4.3
14290,3.7
45490,3.1
342,3.8
28272,3.9
18845,3.4
33833,3.9
21732,4.1
42496,2.8
21107,3.6
45715,3.5
34786,4.0
17347,3.7
28244,3.5
46900,3.8
24134,3.1
51637,3.3
38113,3.4
13723,3.6
31507,4.2
15133,2.9
8831,3.7
24115,3.2
9181,4.2
50840,3.8
14767,4.5
12160,3.7
30561,3.7
30476,4.1
16416,3.1
17910,4.3
51213,3.6
26333,3.7
5203,3.5
47636,3.7
24220,4.0
28603,3.5
38128,3.9
38571,4.3
29336,4.4
21389,3.9
16450,3.8
24067,3.3
8541,4.1
49641,4.6
37897,4.3
44923,3.9
13273,4.0
25202,2.8
10308,4.0
21073,4.0
15832,2.5
17950,3.7
27096,3.5
24109,3.8
42072,3.3
6717,2.7
8005,4.2
4066,4.0
20480,3.7
24756,3.2
50304,3.8
25590,3.4
26771,4.3
50551,3.4
42552,3.7
15483,3.3
9410,4.1
30367,3.9
20295,3.9
23990,3.5
31343,3.8
19827,3.4
40805,3.1
26946,3.7
4521,3.7
257,3.8
17605,3.9
15293,3.2
16660,3.6
7431,3.8
28108,4.0
42147,4.2
25388,4.1
33456,3.3
46612,3.4
43741,2.8
27604,3.7
39742,3.6
30981,3.4
35829,3.4
5368,3.8
22157,3.3
44502,3.6
26570,4.2
41969,3.5
35778,4.0
22112,3.6
18240,3.3
43607,3.5
7882,3.8
3955,3.8
13070,4.1
30002,3.4
3788,3.7
50489,3.4
36036,4.1
9299,3.7
19070,4.1
10923,4.1
42694,3.6
40781,2.6
30303,3.2
49479,3.5
21334,4.2
19405,3.7
8991,3.4
7344,3.9
24575,3.2
43401,3.7
38352,3.4
23698,3.9
7322,3.0
6811,4.0
33007,3.7
10258,3.5
3977,3.6
50701,3.2
39789,3.5
45433,3.4
44736,3.5
49661,3.8
21613,3.7
8112,3.8
4748,3.0
28606,3.3
665,4.2
37672,4.3
643,4.4
19630,4.1
51312,4.3
13692,3.3
17794,4.7
2844,4.1
11464,4.4
11322,3.7
3456,4.2
44473,3.3
46597,3.2
13395,3.3
12319,3.8
16268,3.6
37862,4.0
32198,4.1
18936,3.6
50153,4.1
36247,3.4
50889,3.2
41834,3.6
27887,3.7
18907,3.6
38264,3.9
4585,4.1
47056,3.9
38198,3.6
5168,3.6
47259,3.8
15303,3.5
23514,3.7
28320,4.1
15039,4.0
23977,3.7
50118,3.8
22019,3.7
14108,3.4
5003,4.0
20943,4.1
2760,3.1
20216,4.4
18707,4.2
42543,3.1
4071,3.2
23581,3.1
18740,4.1
24428,3.3
17993,3.6
42889,3.7
22061,3.9
43737,4.1
25429,3.6
46860,3.1
30043,4.5
26943,3.8
34449,3.8
48870,3.6
40350,3.8
7355,4.0
39876,3.3
40468,3.7
34931,3.9
27982,3.2
38859,3.5
28970,3.6
21989,3.7
49960,3.7
2994,3.3
43087,4.0
40256,4.4
12255,3.7
27111,3.8
16465,4.1
22018,3.9
32950,2.8
31704,4.0
21853,4.5
17836,3.5
34773,4.1
2724,3.4
19931,4.1
38831,3.5
23946,3.0
40616,2.9
31082,4.5
38087,3.7
9281,3.8
8613,3.7
19660,4.2
17522,3.9
3966,3.6
41000,3.2
7150,2.8
33611,3.5
26642,3.8
43693,3.0
47231,4.0
25363,3.8
10432,3.9
12122,4.4
46867,3.7
11754,3.6
47659,3.8
18965,3.1
30680,3.4
20043,4.0
22960,3.3
20680,3.0
37043,3.7
45901,3.5
35505,3.8
17931,3.9
9050,4.0
26793,3.7
43901,4.2
46412,3.8
3405,3.9
22216,3.5
44460,3.9
36785,3.8
7903,4.1
23063,3.2
43145,4.0
44458,4.0
48064,4.1
30682,3.7
31025,3.8
19768,3.5
37005,3.7
31972,3.4
10602,3.5
10921,4.0
8854,3.4
13140,3.6
37974,3.9
8212,3.7
51256,3.4
49139,3.7
17350,3.2
36205,3.8
24962,3.3
23206,4.0
26395,3.2
40498,4.5
45685,3.6
43588,3.1
37176,3.7
18806,2.8
23299,3.9
13563,3.9
48655,3.5
27690,3.3
6668,4.1
8277,4.1
46822,3.5
46692,4.2
40341,4.3
30351,3.2
45209,3.7
36726,4.3
49063,3.4
8440,3.9
18496,4.9
50695,3.2
7922,3.6
8610,3.6
24091,4.1
3994,4.3
20414,3.3
48473,3.0
49196,3.1
24551,3.8
32722,3.7
26557,4.3
21924,3.3
5076,4.2
9075,4.0
21949,3.3
4701,2.7
40470,3.9
4161,3.8
7458,3.5
23631,2.7
49378,3.3
32504,4.2
42234,4.1
46078,3.9
14908,4.4
41440,2.8
50645,3.3
43310,4.2
45611,4.2
25454,3.6
47530,3.7
11936,4.1
35246,3.7
2246,4.6
15069,4.0
6000,4.1
14305,4.0
22524,3.7
28323,4.3
30048,3.7
3921,4.9
2707,3.9
35596,3.7
12957,4.2
13460,3.9
42684,3.9
19356,3.2
6258,3.7
25357,3.7
49993,3.6
50579,3.6
43977,4.5
18026,3.9
24513,3.2
32428,4.0
51666,3.7
27101,3.6
19628,3.3
13761,3.6
8385,3.9
25183,3.8
19902,4.3
12917,3.9
36594,3.9
19149,4.1
10618,3.7
19477,3.2
28842,3.5
35868,3.8
11270,2.7
1525,3.4
17115,3.2
47728,3.6
39837,4.1
35328,3.9
39182,3.7
41655,2.9
29515,3.8
18923,3.0
33506,3.6
36644,3.9
24400,3.9
39461,4.4
37014,3.3
30172,3.5
21483,3.9
50649,3.3
82,3.5
36206,3.5
4976,4.0
18045,3.9
9985,3.9
34636,3.2
861,3.0
42052,3.0
30945,4.0
29683,3.0
24944,3.5
22567,3.7
39781,3.8
20901,4.2
26001,4.1
41151,4.0
13219,4.4
6057,4.2
33140,4.2
11413,3.3
37902,3.2
38801,3.6
40708,3.9
12314,4.1
49665,3.5
11102,3.8
29345,4.3
21858,3.5
50042,2.6
13535,3.6
42597,4.1
15052,3.8
21338,3.7
19166,3.9
35710,3.6
44924,3.6
6305,3.8
43425,2.9
3383,3.3
1667,3.7
31270,4.4
8652,3.6
29895,3.9
1461,3.2
2298,3.8
39505,3.5
34747,3.9
20889,3.9
6750,4.7
51129,3.3
4845,4.2
27523,4.5
44137,4.2
39327,4.2
13494,4.0
8785,3.6
9800,3.3
16480,2.9
50056,4.3
16222,3.1
35216,3.5
1977,2.8
13948,3.2
27798,3.5
40264,3.9
35640,3.7
47038,3.9
50515,3.9
36893,3.9
27252,3.5
11556,4.3
26170,3.7
12805,3.4
28711,3.5
49481,3.8
2094,3.3
23223,3.6
8794,3.6
49531,3.1
37138,3.8
21263,3.4
4183,3.0
19101,3.4
9923,3.8
29063,3.4
44005,4.0
32949,3.1
7783,3.7
10897,4.3
25243,4.2
40086,3.9
37072,3.5
1101,3.6
47296,4.0
16212,3.8
32561,4.0
11129,3.8
29901,3.9
19004,2.4
21862,3.8
38545,3.9
21185,3.7
11238,3.7
51476,2.5
17607,4.0
18634,3.4
46536,3.9
39912,3.3
11623,4.0
46809,3.0
18655,4.6
21315,4.0
47419,3.3
41001,3.9
37092,2.9
28650,3.7
1019,3.5
2961,3.4
31515,4.0
16872,4.1
29352,4.1
18209,3.2
34292,3.8
44585,3.3
49952,3.8
13134,3.3
21169,4.1
45497,3.4
37551,4.7
19446,4.2
29536,4.3
12333,4.1
27360,4.3
22875,3.3
28652,3.8
30086,3.8
19742,3.4
35955,2.5
2988,3.2
18344,3.1
10935,4.4
45945,3.4
18987,3.9
25861,2.8
17158,4.2
35283,4.2
43339,4.1
1191,3.1
41490,3.3
39175,4.0
44526,4.2
8329,4.1
48486,3.4
4556,4.0
26219,3.7
9997,3.8
25709,3.7
33954,4.1
8953,3.7
23176,4.1
47209,3.7
32545,3.6
35697,3.7
46251,3.6
15809,4.1
28920,4.6
34033,4.0
45953,3.4
32672,3.4
7412,3.6
48319,3.1
36814,3.9
45321,3.3
26718,3.7
31463,4.1
3524,3.9
50249,3.8
19584,3.9
37999,4.3
22564,3.8
45790,3.8
41773,3.5
12316,3.8
14559,3.6
48845,4.2
28201,3.8
1462,3.6
8542,3.3
21664,3.3
3869,3.5
40732,3.9
43020,3.2
48584,4.3
2937,4.2
16827,4.0
47708,3.8
14996,4.0
33657,4.4
21382,3.4
25032,3.5
11440,3.8
4206,3.8
51058,4.1
26877,4.0
22655,4.0
10415,3.7
5037,2.8
1688,3.4
11859,4.4
1053,3.7
18028,3.8
26568,4.6
14315,4.0
32569,3.6
28569,3.7
4128,2.9
36467,3.9
8424,4.3
3443,4.2
13244,4.2
2467,3.9
33065,3.7
40920,3.4
47580,4.0
44752,4.3
33358,4.3
3112,3.8
33631,3.6
44868,3.9
10144,3.0
47577,3.3
16705,3.4
19238,3.4
48837,4.1
34214,4.2
6660,4.7
33983,3.9
18728,4.0
16668,3.0
12210,2.8
24228,4.0
23449,3.9
44188,4.2
22956,3.4
12022,3.6
5817,3.9
42876,3.6
19396,4.3
48401,3.4
4211,3.1
26883,3.8
32287,3.7
35873,3.7
6365,4.0
7663,3.7
28012,3.3
48406,3.3
38642,4.3
45745,4.1
44288,3.3
42189,4.3
43104,2.9
2120,3.2
24583,3.8
3521,3.5
21292,3.9
24546,3.3
37642,3.8
39723,3.0
48346,3.8
31249,4.4
23490,3.2
21845,3.8
19829,3.7
24116,3.0
18570,4.0
34948,3.9
11047,3.5
4745,3.3
40147,3.8
10794,3.6
14828,4.0
26498,4.7
43610,3.4
37942,4.3
39940,3.7
35557,3.6
25658,3.4
28850,3.8
1550,2.9
47729,4.1
17733,3.9
24018,3.4
24624,3.7
51359,3.2
8169,3.6
49296,3.5
4887,3.6
34378,3.3
17766,4.6
39141,4.2
33978,4.3
37737,4.5
41246,3.4
49448,3.7
49560,4.0
18505,4.2
45761,3.6
38975,3.6
22708,3.7
23716,3.6
40784,3.5
29563,3.5
27385,3.8
21904,3.7
38047,4.1
22394,3.7
27916,3.6
50578,3.1
46335,4.0
26304,3.8
50535,4.1
43835,4.6
8687,2.8
17018,3.8
6048,4.6
37724,3.7
18243,2.4
31283,4.1
1902,3.5
33994,4.6
12680,4.1
31161,3.9
17263,3.5
6262,3.8
43911,4.5
46661,3.6
43508,3.3
23603,4.4
12240,2.8
7433,3.6
46071,4.0
42556,4.4
44600,3.5
48747,3.3
5592,4.0
5669,3.8
39384,3.6
30725,3.5
41167,3.2
41201,3.6
51297,3.4
23838,4.1
19572,4.0
11008,3.9
2739,3.0
2389,3.5
12758,3.9
311,2.8
16771,3.7
38780,3.8
10767,3.2
48895,3.4
50487,4.2
5892,3.5
21829,3.6
49131,3.0
24706,3.9
38917,2.6
23682,3.6
9576,3.5
26947,3.5
2002,3.2
43426,3.8
4240,3.2
25892,3.7
32797,3.3
36766,4.0
5808,4.1
2227,3.5
7093,4.4
48181,4.4
16785,4.0
28341,4.0
43398,4.0
33117,3.4
6817,3.4
13548,3.0
49022,3.7
797,4.1
25607,4.0
32314,3.9
23736,3.2
15278,3.0
16935,3.3
3951,3.9
43365,4.3
26444,3.2
13590,3.8
30752,3.3
14667,2.8
20378,4.1
3345,3.9
50483,3.0
24818,3.4
50464,3.6
45067,4.2
44995,3.8
16452,3.1
4437,3.5
24524,3.2
22198,4.0
45818,4.4
17174,3.8
14910,3.9
34186,3.8
15094,3.4
16394,3.6
3222,4.3
16715,3.6
26358,3.2
40307,3.8
4473,4.1
30315,4.1
8087,3.2
24057,3.7
32238,3.7
16973,4.4
16786,4.2
26263,3.9
3347,3.6
24365,3.1
13268,4.0
45671,3.7
43717,4.1
16309,3.5
41380,3.7
37145,3.7
7197,3.6
28535,4.1
39854,3.8
1724,3.1
16601,3.8
47650,2.8
27610,4.3
29405,4.2
42307,4.3
14294,3.3
43998,3.3
16533,3.8
356,3.6
27766,3.7
28077,3.7
29128,3.8
17978,4.3
31824,3.1
10619,3.5
16302,3.7
29988,3.2
21912,3.5
9312,4.4
9069,3.8
3079,4.2
45343,3.7
8505,3.9
18483,3.7
12401,3.6
38412,3.6
47470,3.5
27983,3.2
7221,3.2
49,3.1
4594,3.7
36889,2.8
42145,4.4
41780,3.6
26404,3.1
27256,3.3
30389,3.4
2323,3.0
5406,4.3
22530,3.6
29369,3.8
4583,2.9
8493,3.8
49122,3.6
33121,3.8
42699,3.5
28692,4.0
46037,3.4
14253,2.9
40543,3.5
49477,3.3
26797,4.1
11184,3.4
22162,3.1
47512,4.3
2662,3.8
4904,3.2
36014,3.4
4320,3.5
38705,4.3
11619,4.2
42583,3.2
32710,3.5
5408,3.7
37988,3.1
6701,4.2
33015,3.8
6569,3.2
11110,3.8
13993,3.4
25927,3.8
5764,2.6
51321,3.1
4085,4.0
45791,3.6
28729,3.5
39293,3.0
31897,3.5
4554,4.5
18933,3.5
11828,2.8
32989,4.2
45109,3.6
49853,4.1
26318,3.6
41262,3.6
48816,3.9
12601,4.4
50829,4.2
27757,3.6
40396,3.5
51592,3.7
41175,3.6
32364,3.3
6031,3.0
42043,3.8
21570,3.4
41435,4.0
19809,3.6
12057,3.3
37446,3.3
42853,4.3
48029,3.5
36053,3.9
26194,3.0
32044,4.9
25190,3.4
25656,3.4
42880,3.8
13609,3.3
44994,4.1
20986,2.9
3372,3.7
50045,3.6
39378,4.2
980,3.7
28155,4.1
26574,4.2
20663,4.2
8490,4.1
19180,3.2
36687,4.7
27928,3.3
41725,3.7
32555,4.5
22057,3.9
25291,3.7
30552,3.5
12060,3.3
43683,3.4
12922,3.6
50557,3.5
4661,3.9
23,3.6
28142,3.7
26966,3.3
1685,4.3
45080,3.7
45001,4.0
46414,3.7
44662,3.7
9162,3.3
26660,4.2
38062,3.6
40133,3.7
49701,3.2
540,3.6
3561,4.1
2709,3.6
44158,3.6
35553,3.6
32398,3.9
49372,3.1
10311,3.9
37916,2.8
48404,3.2
27058,3.9
694,4.2
16087,3.7
23625,3.7
24184,4.4
2592,4.1
203,4.1
10516,3.4
15876,3.2
14960,4.3
45513,2.7
44147,3.6
14651,3.9
29645,4.3
3184,3.9
26634,3.5
34323,3.6
26128,4.2
35154,3.1
15851,4.1
51170,3.5
31096,4.1
47982,4.2
30051,2.8
33107,3.9
791,3.7
6276,3.8
21064,4.1
21403,3.8
2721,3.9
7769,4.0
36662,3.4
21324,4.1
44715,4.2
21079,3.4
10437,3.5
38744,3.6
1242,3.7
45171,3.9
46008,3.1
48454,3.8
18462,3.4
25523,2.7
29112,3.4
50741,3.1
10665,3.4
7931,3.8
24587,3.8
12895,2.7
24856,4.0
9120,4.0
24589,3.9
32213,4.0
24795,3.9
32717,3.8
14296,3.5
6177,4.3
26758,3.9
20423,3.8
25217,3.3
11100,2.6
35606,3.1
11593,3.8
5665,4.0
38200,3.0
46845,3.3
35786,3.3
6430,3.3
12766,4.0
36049,3.8
25128,3.2
26191,4.1
48416,3.8
34711,3.9
1285,3.8
41650,3.1
10457,3.8
3182,3.9
9834,4.3
20525,3.7
29830,3.5
44141,3.8
40927,4.1
11994,3.3
49166,4.3
49480,3.6
33735,3.6
47621,2.8
38943,3.8
33758,3.3
33676,4.2
18873,4.1
46861,3.8
32262,3.9
45925,4.2
405,3.2
32813,3.5
24189,4.1
37555,4.6
12936,3.2
27805,3.9
18193,3.2
25410,4.3
43708,3.6
22146,4.0
2513,4.2
10668,3.5
36801,3.7
35358,3.1
9528,3.6
8230,3.5
9026,3.8
47401,4.3
19481,2.7
49237,3.4
27377,4.1
13997,3.4
31315,4.0
31974,3.9
21317,3.6
37257,3.4
28668,4.3
2555,3.9
40023,3.7
47404,3.4
2175,3.2
7474,3.2
22559,3.2
11523,3.9
23697,3.7
47057,3.6
28168,4.5
33965,4.5
23605,3.9
26668,3.5
40947,3.7
36334,3.8
30640,3.8
21470,2.7
39948,3.9
39399,3.3
38734,4.1
13143,4.2
32602,3.1
43740,3.9
1164,2.9
11799,4.2
42388,4.0
47671,3.6
47204,4.2
47129,3.1
1664,3.6
34568,3.3
48494,3.7
9441,4.4
20778,3.5
3862,3.7
36992,2.8
24053,3.1
28543,3.8
20457,3.3
10317,4.0
52,4.3
17199,4.0
21213,3.9
6272,3.5
28746,3.5
19928,3.6
25069,3.0
11620,4.1
24754,3.7
22596,3.5
46904,3.7
4435,3.4
33471,3.6
14634,4.1
39885,3.8
45636,3.7
8582,3.3
26916,4.0
9449,3.3
35376,3.8
32542,3.7
46062,4.3
36941,3.8
4998,4.3
1188,3.9
37469,3.2
7681,4.0
27651,3.5
14657,4.3
12548,4.1
21649,3.4
5424,2.8
39527,4.0
3412,3.3
9387,3.9
39523,4.1
11864,3.3
21114,3.7
38838,3.7
47568,3.9
30258,3.3
39663,4.0
51228,3.7
41731,3.8
441,3.4
7517,3.6
43411,3.8
47600,3.9
14025,3.6
14778,3.6
36905,3.4
39708,3.8
46050,4.4
19458,3.6
3986,4.2
5141,3.7
15351,3.9
8609,3.8
38111,3.8
26667,3.5
39662,4.1
26859,4.1
10777,3.5
48021,3.3
42394,3.5
2812,3.9
40932,3.1
36431,4.2
30451,3.3
33312,4.7
13222,4.5
8917,3.6
26329,3.6
35999,4.0
3428,3.3
13939,2.9
49865,4.1
23334,4.0
36248,3.4
50605,3.8
5342,3.5
17884,4.3
9887,3.0
34056,3.8
45079,2.8
3189,4.0
23887,3.6
38717,4.0
43204,4.1
45177,3.8
2992,3.9
5385,3.5
37580,3.8
1922,2.9
26556,4.1
30557,3.7
43767,3.8
25394,3.1
49897,2.9
29256,3.8
46551,3.3
23221,4.0
43304,4.1
37663,4.4
16092,3.3
32872,3.1
41274,4.0
23470,4.0
31020,3.7
16081,3.3
35772,3.6
32051,4.4
12522,4.2
17525,4.3
0,4.1
8009,3.4
5693,4.0
30903,4.2
31223,3.2
652,3.8
44534,3.7
882,3.9
9324,4.1
34290,3.7
6992,3.0
17769,4.1
14297,3.2
35161,4.0
30386,3.3
24318,3.5
13164,3.6
12924,3.9
7451,3.6
29494,3.8
8897,4.2
26320,3.6
41198,3.5
17393,3.4
15651,3.7
14717,3.7
9938,3.5
51193,3.5
18972,2.6
41062,3.2
42886,3.9
44893,3.9
18218,3.5
48771,3.6
8943,3.9
18869,4.0
20792,3.3
16813,4.3
37996,3.2
43782,3.1
44821,3.8
14547,3.0
36738,4.4
48251,4.2
20385,3.1
20584,3.4
22789,3.4
7349,3.4
15062,3.1
37590,4.4
35314,3.7
19169,3.7
2600,3.7
7607,4.2
46787,4.0
2178,3.5
32519,4.1
46160,3.3
30736,3.8
19371,3.9
50257,4.2
5152,4.0
47301,3.9
13708,3.0
49125,4.4
20824,3.8
34785,4.4
12304,3.5
9514,3.7
11858,4.0
29978,3.4
22269,3.8
39764,3.4
35432,4.5
23361,3.1
43984,3.1
46401,3.4
33873,3.8
12079,2.6
21752,4.6
35991,3.7
50371,4.2
44048,3.8
14819,3.7
26299,3.9
37871,2.8
20130,3.4
17063,2.6
51171,3.8
26960,3.9
5135,3.9
46202,3.9
21436,3.6
5185,3.9
42503,4.3
6971,3.6
39561,4.6
13387,3.5
38870,1.8
35759,3.2
36624,3.8
15239,3.3
50201,3.2
38637,4.1
44913,3.0
36769,4.4
4478,4.2
13225,4.5
36746,4.1
50973,3.9
5605,3.4
7046,4.0
35007,3.9
10948,3.8
14840,4.1
35169,3.2
48207,4.5
25895,4.0
28446,4.0
50733,4.0
44616,3.4
46295,4.5
31502,3.5
21393,3.3
3071,3.8
49847,4.0
15336,3.6
45771,3.7
1418,3.7
48652,3.9
10959,4.2
34049,4.1
7687,3.3
14981,2.8
31889,3.8
39892,4.0
1927,3.1
18580,4.3
20745,3.5
4502,3.7
7789,3.3
6093,4.2
41124,3.9
31052,4.2
30072,4.0
24422,3.3
25460,3.4
24663,3.2
34580,3.5
6143,4.3
23492,3.4
27793,3.1
7939,4.0
16853,4.4
4808,4.3
50546,3.5
19913,3.4
5725,3.5
26283,3.2
13082,4.0
16760,3.9
10595,3.9
3035,3.5
37565,3.8
30504,4.0
33097,3.6
29694,3.7
25014,3.8
3857,3.8
17715,3.9
29087,3.4
37182,3.5
9275,3.6
41206,3.2
43362,4.0
33686,4.3
32627,4.0
5089,3.7
16765,2.8
29107,3.1
21794,3.6
17533,4.3
38786,4.0
41634,3.4
45242,3.9
25993,4.0
43185,4.4
44046,3.8
43564,3.2
39848,4.2
16311,3.7
4489,3.7
9773,2.8
34439,3.8
19824,4.3
43477,4.0
32502,3.4
46694,3.9
3757,2.8
1514,3.4
25424,3.6
22375,3.7
32547,3.8
38302,3.2
30824,4.0
17944,2.7
7063,3.5
35590,3.6
13326,4.0
8409,4.2
34489,3.1
42365,4.3
47934,3.4
15313,4.1
38814,3.9
34511,3.4
8682,3.8
17621,4.0
29795,3.7
39907,3.5
29931,3.7
8702,3.9
36605,4.1
41679,2.9
2636,3.9
14926,3.8
3288,3.9
31602,3.4
16566,3.0
11600,4.3
1625,3.5
10465,3.8
22007,3.8
45803,4.3
31307,4.0
18173,3.8
248,2.9
5441,4.3
33659,4.6
20244,4.1
14548,3.4
46316,4.1
15712,3.4
45265,3.4
26500,4.2
47605,3.6
6854,3.5
30609,3.5
48138,3.7
48035,3.7
10947,4.1
26987,3.2
27551,3.4
45141,3.7
19392,3.8
32477,4.6
41599,3.2
6638,3.9
17633,4.1
44985,3.9
20741,3.1
18557,3.4
42584,4.2
37819,4.0
17577,4.3
43534,3.4
13935,3.6
48832,3.6
33000,3.7
47985,4.0
6173,4.1
46165,3.8
17790,3.0
5178,3.4
48198,3.9
8017,3.4
10436,3.6
20911,3.2
47965,4.0
12208,4.0
31443,3.7
8727,3.7
2851,3.7
2013,2.6
42030,3.6
28792,3.7
26132,3.8
49075,2.8
45642,3.8
31465,4.2
43503,3.3
11286,3.2
729,3.1
16731,3.4
35409,2.6
5760,3.3
50198,4.0
21568,3.2
8274,4.5
26703,3.7
47210,3.7
46264,3.4
43860,4.2
18,3.9
44895,3.1
8033,3.1
29359,3.3
39001,3.4
14655,4.5
4412,3.5
1468,3.3
13849,3.7
30142,3.3
2404,3.9
35948,3.8
24925,3.8
5454,3.8
48488,4.2
21702,3.2
28229,3.3
30889,4.8
24662,3.5
41708,3.6
42195,3.1
22275,3.2
15882,4.0
24066,4.5
26663,4.1
2871,2.6
2180,3.5
47406,4.4
10406,4.2
48076,3.6
43982,4.4
43666,3.3
34550,2.9
3100,3.8
17751,4.6
23263,3.9
8510,3.9
42458,3.0
